id,AD,AV,AK,AS,AR,DH,ET,GV,LR,MT,RD,SK,SD,TN,VN,VG
balances_main,10490,7180,46690,5940,14240,14980,10000,7250,11860,37840,10000,14560,7350,10000,10000,9720
