id,AD,AV,AK,AS,AR,DH,ET,GV,LR,MT,RD,SK,SD,TN,VN,VG
balances_main,10490,2300,20920,2300,6750,18880,9360,8990,9240,57260,6380,3050,5430,9230,10000,5580
